Text,Target 1,Stance 1,Domain,In Use,Type
长治医学院拟通知一下好多人都买票了，如果继续静默学校可以给退票的人搞一个红头文件让他们全款退票吗，如果不静默邢处长说按学校通知来，那么学校什么时候发正式文件呢，有人30号就想走了，现在只有拟通知和对单独询问的人的回复，如果学校通知可以走了那么学校可不可以安排一下校车啊（愿望而已）,退票,支持,新冠疫情,1,noun_phrases
今天是周一，确没有往日周一的样子。这一次静默五天之后，希望可以回归正常生活状态。太想出去走走了，呼吸呼吸新鲜空气。家庭厨房也可以实现油条自由接着躺平追剧,回归正常生活,支持,新冠疫情,1,noun_phrases
执守一线，压力更大，风险更多。基层工作者也要格外注意自身安全、做好防护工作。对于普通群众来说，需要对疫情防控的各项举措，给予更多理解、支持和配合，一起做好疫情防控这项当前最重要的工作。,防控举措,支持,新冠疫情,1,noun_phrases
下午去单位处理工作然后整个单位黑黢黢的，不敢上厕所怎么感觉人越大，胆子越来越小 回家时路过公安局和政府，此刻两座大楼都灯火通明遇到疫情，遇到问题他们一直都在所以，我没有任何抱怨继续支持疫情防控工作，继续下沉社区志愿服务,社区志愿服务,支持,新冠疫情,1,noun_phrases
解封不代表没风险了，在解封初期风险更大了，因为它的传播非常快。当然随着新冠毒性降低，我们的医疗科技、配套设施及条件最终能够让大家与病毒共存共生。切记，出门做好自我防护！行动自由了，换来的好处毋庸置疑，复工复产及社会活动的正常交往会使新冠疫情以来带来社会焦虑的情绪大幅降低，同时，伴随着出行便利感染风险可能会更高。 2广州,自我防护,支持,新冠疫情,1,noun_phrases
11月28日起，市区公交售卡网点暂停办理线下业务 按照当前疫情防控工作要求，为最大程度避免人群聚集，防止交叉感染，切实保障广大居民群众的身体健康和生命安全，自11月28日 周一 起，市区售卡网点暂停办理线下业务，具体恢复时间另行通知。感谢您的理解和支持！ 来源：售卡中心来源：售卡中心,公交售卡线下网点暂停,支持,新冠疫情,1,noun_phrases
11月28日起，市区公交售卡网点暂停办理线下业务 按照当前疫情防控工作要求，为最大程度避免人群聚集，防止交叉感染，切实保障广大居民群众的身体健康和生命安全，自11月28日 周一 起，市区售卡网点暂停办理线下业务，具体恢复时间另行通知。感谢您的理解和支持！ 来源：售卡中心来源：售卡中心,避免人群聚集,支持,新冠疫情,1,noun_phrases
解除全市静默，哦不，是高质量核酸筛查了。早起听着外面大喇叭好像在喊“豆浆豆浆，热乎乎的豆浆！”我心想，这城市还得有人气儿才行啊。这时候我妈推门进来，告诉我赶紧穿衣服，咱们高风险还没解除，楼下喇叭喊抓紧下楼做核酸呢。,城市烟火气,支持,新冠疫情,1,noun_phrases
“对网上那些出于善意的批评……不论是和风细雨的还是忠言逆耳的，我们不仅要欢迎，而且要认真研究和吸取。” 给个放开思路，尽快保证八成以上人群完成三次mRNA或四次重组疫苗防护，以地级市为单位建专门的流行性传染病医院，有新冠肺炎临床症状的从一般医院发热门诊送治，控制其真密接，对有其他症状的在自查或医院查出阳性后居家隔离，其余感染者及密接者不再管控。,保证疫苗接种,支持,新冠疫情,1,noun_phrases
“对网上那些出于善意的批评……不论是和风细雨的还是忠言逆耳的，我们不仅要欢迎，而且要认真研究和吸取。” 给个放开思路，尽快保证八成以上人群完成三次mRNA或四次重组疫苗防护，以地级市为单位建专门的流行性传染病医院，有新冠肺炎临床症状的从一般医院发热门诊送治，控制其真密接，对有其他症状的在自查或医院查出阳性后居家隔离，其余感染者及密接者不再管控。,解除密接管控,支持,新冠疫情,1,noun_phrases
今年的双“11”往年的双“11”那就是个买买买，购物车里存的心仪的商品也只能隔着屏幕看看了，不购物或者少购物也是支持疫情防控工作，减少物流病毒传播，降低感染风险，想想这也是在为疫情防控做贡献，这次就忍住吧，希望疫情早点结束。,双十一,支持,新冠疫情,1,noun_phrases
今年的双“11”往年的双“11”那就是个买买买，购物车里存的心仪的商品也只能隔着屏幕看看了，不购物或者少购物也是支持疫情防控工作，减少物流病毒传播，降低感染风险，想想这也是在为疫情防控做贡献，这次就忍住吧，希望疫情早点结束。,疫情防控,支持,新冠疫情,1,noun_phrases
和大家说个事，药什么的我发过多次。疫苗也不用我墨迹了。支付宝上其实是能买新冠保险的，一年29元，我个人建议大家给自己和家人买一份。 不挂链接自己找 我有17.8万粉丝，按万五比例咱们中挂的会有80多个，真心希望自己粉丝里少点真粉，多点僵尸。保重。,疫苗,支持,新冠疫情,1,noun_phrases
和大家说个事，药什么的我发过多次。疫苗也不用我墨迹了。支付宝上其实是能买新冠保险的，一年29元，我个人建议大家给自己和家人买一份。 不挂链接自己找 我有17.8万粉丝，按万五比例咱们中挂的会有80多个，真心希望自己粉丝里少点真粉，多点僵尸。保重。,新冠保险,支持,新冠疫情,1,noun_phrases
这会都静默在家了。接着追卿卿日常 本来想着醒了后运动的 跳跳操 这屋内的供暖不允许啊！只好趴被窝追剧了,卿卿日常,支持,新冠疫情,1,noun_phrases
据网友“北京望京的慧谷阳光小区，最后居民跟社区签了保障书，成功留下了孩子”。 真的很感动，父母很善良，不想连累邻居；邻居很善良，把孩子留住。看了这么多天的负面消息，看到这段视频眼泪没止住。一个原因是我记得新冠疫苗要求是三岁以上孩子可以扎，这么大的孩子阳性，完全要靠自己的免疫力去抗衡了；另一个原因是我作为父母，看到一个2岁的孩子穿着防护服，本应该尽情玩耍的年龄，唉。,邻里关系,支持,新冠疫情,1,noun_phrases
在图书馆一个劲咳嗽的人能不能戴上你的口罩有没有点素质啊 我在对面坐着被咳一脸风手背上都是风还得闻你的口气,戴口罩,支持,新冠疫情,1,noun_phrases
生活比以前好很多以至于要求和欲望也多了太多封控的时候明明饭、菜、牛奶、泡面都不缺能吃得饱饱的、穿得暖暖的可是心里就是不满足还心心念念想着烧烤、火锅、辣条而辗转难眠回想起奶奶说饥荒年代他们饥不择食有人为了饱腹吃土然后便秘死掉了山上的野菜被挖完，连树皮都不剩无法感同身受那个年代能做到的是不浪费手中已有的，学会珍重,珍惜当下,支持,新冠疫情,1,noun_phrases
说得挺诚恳的，至少能看得懂。其实大部分人抵制的是层层加码，物质匮乏，严重影响工作生活，并不是抵制防疫，如果小地方确实能做到精准防控，我觉得当地老百姓肯定也是支持的，加油！,精准防控,支持,新冠疫情,1,noun_phrases
本来因为大家都可以居家办公我不行而难过不已，突然想到了张兰女战士每天直播16小时辛苦赚钱，而她不争气的儿子却去给人家交电费，心情瞬间平复了不少呢,居家办公,支持,新冠疫情,1,noun_phrases
本来因为大家都可以居家办公我不行而难过不已，突然想到了张兰女战士每天直播16小时辛苦赚钱，而她不争气的儿子却去给人家交电费，心情瞬间平复了不少呢,张兰直播,支持,新冠疫情,1,noun_phrases
加快疫苗接种，是当前有力的疫情防控手段。近日，我国已批准吸入用重组新冠病毒疫苗作为加强针纳入使用。我省吸入用重组新冠病毒疫苗相关工作也正在推进中。目前，我市健华医院吸入式新冠疫苗接种服务已开放预约。详情请点击：O我市吸入式新冠疫苗接种服务开始预约！,加快疫苗接种,支持,新冠疫情,1,noun_phrases
看了一眼小区物业群，2楼有确诊，整栋楼都封了，其他邻居说正在统计人数。想了想老妈坐了电梯，又是三高，我真的不可以让她有任何事。深呼吸让自己不要慌，去她房间把她的衣服都拿出来消毒，把她叫醒问有没有戴好口罩。又查了查如果不想被拉走要怎么办，不想做核酸，可以接受自测抗原怎么办。一直不舍得也 勇气看tbbt最后一集，因为从来都不是一个擅长告别的人，也是真情实感到陪伴可以缓解恐惧。,自测抗原,支持,新冠疫情,1,noun_phrases
有时候想想一个人过一辈子也挺好的只要别再给我封家里了我想去海边看日出 去山顶看日落想去重庆吃爆辣的火锅 想去福州吃糯叽叽的美食我想自由且热烈的活着而不是封控在家哪儿都去不了,解封后的美食,支持,新冠疫情,1,noun_phrases
我们支持科学防疫，停摆静默也一直都在配合，但是不能支持一边静默一边把居民聚集起来做核酸，更拒绝层层加码。建议以小区为单位设立日常核酸检测点，身体有不适症状表现在自行购买检测盒子检测后再前往检测点检测，确诊后联系疾控中心分症状等级以居家、方舱、定点医院分级进行隔离或医治，隐瞒不报拖到重症才就医的自费治疗不报销并追责。,科学防疫,支持,新冠疫情,1,noun_phrases
我要发疯了 开始静默 没有外卖 如果有外卖 放在栅栏外面 我自己去拿 不接触 OK的 但是现在没有外卖了 不知道那些人怎么熬过来的 在家里那么久,疫情下点外卖,支持,新冠疫情,1,noun_phrases
如今大家都被折腾没钱了，之前的存款花完了，对封城、核酸、方舱什么的，容忍度越来越低。甚至凡是参与防疫的各个群体都一一被妖魔化，防控的力量有渐渐被摧毁的趋势。一切根源在于，民众意识发生转变，与其怕病毒毒死，更怕穷死。,新冠病毒,支持,新冠疫情,1,noun_phrases
如今大家都被折腾没钱了，之前的存款花完了，对封城、核酸、方舱什么的，容忍度越来越低。甚至凡是参与防疫的各个群体都一一被妖魔化，防控的力量有渐渐被摧毁的趋势。一切根源在于，民众意识发生转变，与其怕病毒毒死，更怕穷死。,防疫群体的力量,支持,新冠疫情,1,noun_phrases
这三年，对于封控，对于那些层层加码的防疫，我是没有体验和发言权的——生活在一个桃源似的小城，整三年，我不过也就打了两针疫苗，做了不超十次的核酸，费了几十个口罩而已。可为何一年半前，我就是一名坚定的“共存派”了？因为不自由，因为出入省、市不自由，因为出入学校、图书馆、博物馆不自由，而我更怕，将来的某一天，出入小区、家门的不自由，也会加于我身。何况，这一切，不科学，非必要，无意义。,疫情共存派,支持,新冠疫情,1,noun_phrases
居家办公2周又被封控10天，白天努力工作，晚上熬夜看球，穿插着在做饭，简直时间管理大师。心态放平，好好工作，好好生活 2北京,时间管理大师,支持,新冠疫情,1,noun_phrases
第三针没打，本来等着上海复星，但不让用，上海复星却可以卖到港澳台。今天下午预约了某吸入式疫苗，近期全家老少都做加强针 ，这是目前你能控制能做的积极措施 。大家谁已经做了吸入式疫苗，说说看，北京和新疆的多一些，目前产能还不行，跟不上去，海南也只是进了7万只,吸入式疫苗,支持,新冠疫情,1,noun_phrases
外围流动性收缩预期转暖、多地防疫政策调整，叠加前3天的强势，让今天开盘数据无比激动，但相对高位的放量，持续性是我们要优先考虑的问题。维持昨天的盘后态度，今日无《市场观察》,外围流动转暖,支持,新冠疫情,1,noun_phrases
外围流动性收缩预期转暖、多地防疫政策调整，叠加前3天的强势，让今天开盘数据无比激动，但相对高位的放量，持续性是我们要优先考虑的问题。维持昨天的盘后态度，今日无《市场观察》,多地防疫政策调整,支持,新冠疫情,1,noun_phrases
无论是躺平派还是防疫派，都可以看看这篇港大教授采访整理科普文章。里面有非常详细的数据，通俗易懂，深入浅出。不要再遮遮掩掩了，非常有必要告诉人民群众，目前新冠病毒情况到底怎么了，不要过度防疫也不要过度躺平。O港大病毒专家金冬雁：即便80岁老人，打好疫苗后危险性也低于流感,正确防疫,支持,新冠疫情,1,noun_phrases
早上还在说自己是天选打工人 晚上就得知下个月准备居家办公害 那也没事，有老爹老娘撑着情况也不算太糟糕～在家好好呆着 也应该是有机会去内观流的训练营了 2广州,天选打工人,支持,新冠疫情,1,noun_phrases
一句问候加提醒 一碗泡面暖人心安家村“五个一服务”融入疫情防控工作筑牢“外防输入”屏障 隆冬时节，天寒地冻，地处本溪满族自治县北部山区的高官镇安家村更是滴水成冰。近段时间，村第一书记赵文雄组织带领全村党员志愿者坚守在106省道安家村路段一线上，将“五个一服务”融入疫情防控工作之中，用实际行动赢得过往司乘人员的理解和支持，筑牢“外防输入”屏障。本溪日报 （分享自,五个一服务,支持,新冠疫情,1,noun_phrases
一句问候加提醒 一碗泡面暖人心安家村“五个一服务”融入疫情防控工作筑牢“外防输入”屏障 隆冬时节，天寒地冻，地处本溪满族自治县北部山区的高官镇安家村更是滴水成冰。近段时间，村第一书记赵文雄组织带领全村党员志愿者坚守在106省道安家村路段一线上，将“五个一服务”融入疫情防控工作之中，用实际行动赢得过往司乘人员的理解和支持，筑牢“外防输入”屏障。本溪日报 （分享自,坚守抗疫,支持,新冠疫情,1,noun_phrases
感觉又回到了三年前，虽然静默，但各小区封控，路上的车辆很少，城市又如按下暂停键，微信群中讨论最多的就是各地爆出的封控新闻，不想多做评价，或许太敏感，只是这样的生活三年了，也有很多防疫人员付出了巨大心血，但这样的现状如果持续，会好吗？支持吗？小区的超市排了长队买菜，排队的人焦急看着超市内，还剩下什么，唯一高兴的，超市老板，脸上的笑容，发自内心吧买菜，备货，清东西，看书，喝茶，自己做饭的一天，安,防疫人员,支持,新冠疫情,1,noun_phrases
先不要慌。行贿新闻是2017年以前，至于科兴的新冠疫苗，在多个国家和地区都接种过，各国也都主动公布了保护率，数据明明白白。,科兴新冠疫苗,支持,新冠疫情,1,noun_phrases
说好的静默五天，那些人怎么能乱跑了，说是小区出现过无症状感染者来过，现在Q了，还会有多少天。小区超市货空了，填肚子的面包都没买到。远处有人封控去了，这里也要封控，外面焊铁皮的已经马不停蹄了。抖音打开点到武汉，一天之间好像一切回到之前感觉真的开始严重了，他们说回湖北叫“回焊”，渴望赶紧把病毒焊死吧，毕竟像我一样没钱的普通人才是多数。支持防控，希望地图上能看到封控区域图和实时消息，等待的时间真的好慢!,封控区域,支持,新冠疫情,1,noun_phrases
说好的静默五天，那些人怎么能乱跑了，说是小区出现过无症状感染者来过，现在Q了，还会有多少天。小区超市货空了，填肚子的面包都没买到。远处有人封控去了，这里也要封控，外面焊铁皮的已经马不停蹄了。抖音打开点到武汉，一天之间好像一切回到之前感觉真的开始严重了，他们说回湖北叫“回焊”，渴望赶紧把病毒焊死吧，毕竟像我一样没钱的普通人才是多数。支持防控，希望地图上能看到封控区域图和实时消息，等待的时间真的好慢!,静默居家,支持,新冠疫情,1,noun_phrases
事到如今，还是会担心自己真的得了奥密克戎并不觉得新冠就是普通流感，没有后遗症会支持正常的防疫措施，接受如果真的是密接隔离的安排毕竟就算我不怕，我家人会怕，更怕有有小孩老人因为我的传染导致他们的身体受到不能逆转的伤害但是一些人不知道防疫是为了拯救生命，而不是伤害生命甚至于现在的舆论好像两边完全不能共存了,防疫措施,支持,新冠疫情,1,noun_phrases
事到如今，还是会担心自己真的得了奥密克戎并不觉得新冠就是普通流感，没有后遗症会支持正常的防疫措施，接受如果真的是密接隔离的安排毕竟就算我不怕，我家人会怕，更怕有有小孩老人因为我的传染导致他们的身体受到不能逆转的伤害但是一些人不知道防疫是为了拯救生命，而不是伤害生命甚至于现在的舆论好像两边完全不能共存了,密接隔离,支持,新冠疫情,1,noun_phrases
不知道在恐慌什么，都是前两年的疫苗，就是吃饭拉屎都五谷轮回不知多少回了，更何况这，那疫苗了。烦死平台上乱带节奏的人！,疫苗,支持,新冠疫情,1,noun_phrases
突然收到多年不联系的同学祝福才想起来今天农历生日当今处在高风险封控区蛋糕是不敢想了希望新历生日能有蛋糕吃 我馋很久了,蛋糕,支持,新冠疫情,1,noun_phrases
今天冷到我以为自己回了快乐老家 晚上擦面霜的时候都要嫌弃面霜好冰的程度给漏奶华赶紧穿上了新买的东北大花袄中午 烧了漂亮的五花肉给我做了饭 趁着这周公司还在居家办公赶紧压榨他晚上去排队吃了美蛙鱼头 冷飕飕的天好多人吃火锅总有种在跨年的错觉两个人虽然没洗脸没刷牙没洗头 但还是自信的戴上口罩当了回无脸帅哥无脸美女最近要多出门 要无比的珍惜每次出门 2广州,居家办公,支持,新冠疫情,1,noun_phrases
加强帝美尼7 提升针太好了。整张脸都提升上去了。配方公开：7 提升针 丽珠兰黑 丝丽532。～乔瑞嘉7 加强帝美妮提升，拉皮神器 瞬间提升， 称号 液态热玛吉，认准正品～,提升针,支持,新冠疫情,1,noun_phrases
加强帝美尼7 提升针太好了。整张脸都提升上去了。配方公开：7 提升针 丽珠兰黑 丝丽532。～乔瑞嘉7 加强帝美妮提升，拉皮神器 瞬间提升， 称号 液态热玛吉，认准正品～,液态热玛吉,支持,新冠疫情,1,noun_phrases
昨天临走前在我家翻出来了一个某国产汽车品牌的口罩，问题是我家车不是这个牌子的。回来后把衣服洗了。太困了，睡着了没晾。今天也忘了，刚刚想起来，赶紧把衣服晾了，这时这个口罩从裤口袋里掉了出来。经过清洗，甩干，又捂了一夜，这个口罩没破没烂毫发无伤，我就说昨天在机场就走了短短两步路，怎么把我捂得喘不上来气儿感觉快窒息了。别做车了，做口罩吧。,口罩,支持,新冠疫情,1,noun_phrases
长大以后才知道，根本就没有“等到 就好了”这样的止痛药。成长是强心针，是加强针疫苗，而痛苦不会消失，还会变异。只有杀不死的才能更强大。当你老了，杀不动了，好在还有衰老，因为衰老是麻药，是安慰剂，是最后的避风港。,衰老,支持,新冠疫情,1,noun_phrases
熬吧，什么时候大众熬不住了，接受要与新冠共存的事实了，有太多事情比新冠重要了，熬不住了，什么时候这日子才算结束,疫情结束,支持,新冠疫情,1,noun_phrases
放开不等于躺平，我们需要科学防疫。香港放开了，没看到香港人到处哭嚎医疗崩溃死人无数，倒是被“保护”的内地人各种哭嚎蔬菜滞销看病困难心理崩溃甚至各种骚乱前些天我刷到一个香港人的视频，他说香港现在没有封控，感谢香港政府，让他们过上了正常的生活,科学防疫,支持,新冠疫情,1,noun_phrases
看了最近全国各地有关疫情的新闻，突然感觉在长沙上学真的好幸福，学校是开放式校园，从不用担心封校；尽管长沙是著名的网红城市，人流量巨大，但是防疫工作做的非常好，从未出现过乱象，除了隔几天做个核酸，出门戴口罩，生活上几乎没有任何影响，突然就好爱长沙 2长沙·湖南师大天马学生公寓,长沙,支持,新冠疫情,1,noun_phrases
看了最近全国各地有关疫情的新闻，突然感觉在长沙上学真的好幸福，学校是开放式校园，从不用担心封校；尽管长沙是著名的网红城市，人流量巨大，但是防疫工作做的非常好，从未出现过乱象，除了隔几天做个核酸，出门戴口罩，生活上几乎没有任何影响，突然就好爱长沙 2长沙·湖南师大天马学生公寓,防疫,支持,新冠疫情,1,noun_phrases
黑夜的蝙蝠淹没了晴天，必须使新冠病毒共存爱好者先烂一身！连累感染者不能白白牺牲，存亡之间正义必胜的抗疫之争。,抗疫之争,支持,新冠疫情,1,noun_phrases
绿码加强针已接 生日已过 消息秒回 经济不独立 洗澡十分钟 吃饭五分钟 24小时高强度上网 爱我必赢 2唐山,绿码加强针,支持,新冠疫情,1,noun_phrases
天太冷了明早吃泡面加两蛋还是芹菜炒火腿加葱油饼想吃热乎的 可是芹菜放了好久了啊啊啊啊啊啊纠结死我了居家办公就好了 我把这都整上 吃一上午,居家办公,支持,新冠疫情,1,noun_phrases
奥密克戎变异毒株很可能一旦扩散，基本上就控制不了，北京跟狡猾的病毒抗争几个月，数据确是不太理想，所以大家要重新认知狡猾的病毒了。 北京的防疫都如此不容易，更别说其他城市了，没有北京那种调动的资源，因此好多人都表示，还是要看命，要看个人的免疫力。现在有种趋势，不少人因为不查核酸了，越来越多的人选择不出门，出门也会带好口罩。,免疫力,支持,新冠疫情,1,noun_phrases
国家赶快研发一款疫苗，99 有效率确保你感染新冠后不死。然后发布一项规定，打了这款疫苗之后，就可以自由活动，不用做核酸了。这样子国家再赚一笔钱，老百姓获得久违的自由，皆大欢喜。,研发疫苗,支持,新冠疫情,1,noun_phrases
居家办公大概一个月活动范围就是家到核酸点和下楼拿外卖快递今天下午打算做个核酸社区点排了挺远 就到医院去又是很多人时间问题只是回家了晚上觉得腿都不是自己的了还是需要多运动啊,运动,支持,新冠疫情,1,noun_phrases
我支持静默，不过要发文早点发呀！非等着大家都到公司了，然后再发文，一蜂窝的外回跑！现在官方文件没有，社区只说让备足生活的物质,静默,支持,新冠疫情,1,noun_phrases
关于迎泽区暂停12月2日常态化核酸检测的通告根据全市疫情防控工作需要，我区定于2022年12月3日在辖区内开展区域核酸筛查，12月2日，辖区内除集中隔离、居家隔离、高风险区及防外溢临时管控区外，暂停常态化核酸检测一天。衷心感谢广大居民的理解和支持，让我们万众一心，共同守护家园平安，坚决打赢疫情防控攻坚战！迎泽区疫情防控工作领导小组办公室2022年12月2日,守卫家园,支持,新冠疫情,1,noun_phrases
据说暂定封控五天……格律诗词写腻了，哼出几行现代诗，可否混迹于当今诗坛？囚身体被困在钢筋水泥的小格子里开门的钥匙还没发明出来从窗外望下去阳光明媚照耀着你疲惫的思维只能听到自己的声音还好，有关不住的灵魂当你把头埋入被套还得注意那些绝处逢生的捣乱的病毒它们会在哪里,向往自由,支持,新冠疫情,1,noun_phrases
真不鉴了，看书。只要不统计就没有，只要政治上结束新冠就没有疫情。武汉的时候就该共存了，三个月的血白流了。,共存,支持,新冠疫情,1,noun_phrases
忙碌的周末！上午爬山中午做饭，下午带猫打疫苗晚上出去吃火锅，然后吃太撑了又遛二里路，完了现在还得打扫卫生洗澡！好不容易休息一天，开心是挺开心的，感觉比上班还累,周末,支持,新冠疫情,1,noun_phrases
这几天的新闻看的麻木如果不是wb 我觉得我会觉得世界一片岁月静好什么也不知道的自己是最幸福的疫苗我就是这个今年的体检肺部有结节阴影去年是没有的身边朋友有了也有静默封控我感恩我从来没有遇到过新闻中的所有事情但是我不能当做这是不存在的这是合理的之前的正常生活就像是一场虚幻的梦我已经快要忘了之前的样子了我支持国家控制yq但是请看看人民的诉求活着，普通的生活,人民诉求,支持,新冠疫情,1,noun_phrases
我是加强针都打满的人，接下来出新的了也会接着打，只是看着国外病毒不断迭代觉得有点无力，研发的速度远远赶不上病毒升级的速度。所以我对于疫苗能起的作用倾向于聊胜于无，反正打疫苗之余还得配合其他防疫措施。,疫苗,支持,新冠疫情,1,noun_phrases
21年8月打的第一针疫苗，11月第三针，12月加强针。12月底就开始鼻炎，越来越严重越来越严重………一年了我好像没好过,鼻炎,反对,新冠疫情,1,noun_phrases
广州，上海在疫情防控措施上的带头行动，会让更多城市跟进。锦州前几天说：放弃能够清零而不清零，将会很遗憾，坚持要再封城静默几天，现在也悄然改变了。各种消息传递一个意思：不鼓励大面积封城静默，防疫政策在逐步向着方便百姓生活，有利于经济复苏方面转化。不管你是否支持或是反对上海，广州的防疫政策，全国大概率都会这样做了。,封城静默,反对,新冠疫情,1,noun_phrases
早晨九点多才可以洗澡……要隔两天才能洗一次……好死不死的………该洗澡的日子到了，学校静默了………好几天没洗澡了……头皮不是自己的了………窕漏去了,学校静默,反对,新冠疫情,1,noun_phrases
别人我不知道。我打了两针全是科兴中维 打完第二天腿上大片大片的荨麻疹 以前没有过。正好那段刚搬家 以为是房子湿气大 然后大概第四天人一直晕晕的 蹲下接水的时候直接晕了 爬起来之后费好大的力气上了床 晕乎乎的睡觉感觉房子在转 之后的半年里一直疯狂脱发。三个月没来大姨妈！期间去过医院挂的中医科想调养一下结果医生让我去查一下甲功！玛德一切未解之谜都有了答案！,科兴中维,反对,新冠疫情,1,noun_phrases
是什么让过去和你渐行渐远，反正回不到过去了。现在有个人想从贵州省来杀我，我都心不慌眼不跳。您隔离了？核酸48小时没？肢解我的时候防疫部门打不打你电话问你途径某省某市啊,隔离,反对,新冠疫情,1,noun_phrases
是什么让过去和你渐行渐远，反正回不到过去了。现在有个人想从贵州省来杀我，我都心不慌眼不跳。您隔离了？核酸48小时没？肢解我的时候防疫部门打不打你电话问你途径某省某市啊,核酸,反对,新冠疫情,1,noun_phrases
作为普通人，不能上一线战斗，不能参加救护病人，不能研发疫苗药物，那就做到不添乱，保持一种好心态。有了好心态，就能在这场对付新冠肺炎疫情的全民战争中做好自己，从而建功于这场战争的最后胜利。 阿克苏,新冠疫情,反对,新冠疫情,1,noun_phrases
天河竟然进入静默了。姐姐学校撑了一个多月也要网课今天开始一家四口都居家网课和办公。为了全家人的一日三餐，我从早忙到晚这种日子何时是个头啊,静默,反对,新冠疫情,1,noun_phrases
天河竟然进入静默了。姐姐学校撑了一个多月也要网课今天开始一家四口都居家网课和办公。为了全家人的一日三餐，我从早忙到晚这种日子何时是个头啊,网课,反对,新冠疫情,1,noun_phrases
总算是碰上护食的流浪猫了 喜提五针狂犬疫苗还是最近广州疫情最严重的时候 绿码没有48小时核酸进不去医院 发热门诊只收红码最后在医院门口打的针,流浪猫,反对,新冠疫情,1,noun_phrases
总算是碰上护食的流浪猫了 喜提五针狂犬疫苗还是最近广州疫情最严重的时候 绿码没有48小时核酸进不去医院 发热门诊只收红码最后在医院门口打的针,48小时核酸,反对,新冠疫情,1,noun_phrases
浙江是今年的诺亚方舟，但近期已经快守不住了，我支持放开，但我遗憾：1.今天才有官媒进行大面积的科学知识普及，包括人民日报在内请专家讲没有后遗症（回忆上半年又是如何讲的），2.还有很多老人没接种，3.很重要的是—针剂疫苗效果一直在边际递减，所以，很多科学家惋惜上半年的黄金机会，那时上海想放开，但全国人民不答应。现在放开是受形势所逼，不得已而为之了,新冠后遗症,反对,新冠疫情,1,noun_phrases
那些鼓吹国外完全放开的，那些认为新冠肺炎等于普通感冒的，那些渴望躺平与病毒共存的，睁眼看看吧！一切都不是你们想像的那样！,新冠等于普通感冒,反对,新冠疫情,1,noun_phrases
那些鼓吹国外完全放开的，那些认为新冠肺炎等于普通感冒的，那些渴望躺平与病毒共存的，睁眼看看吧！一切都不是你们想像的那样！,与病毒共存,反对,新冠疫情,1,noun_phrases
嘿嘿 已经渐渐放下了看开了 ，希望下次偷偷掉眼泪是因为太幸福 一定要擦亮眼睛噢 ，错的开始要从摇篮扼杀， 希望不要再被别人轻易掌控自己的情绪 ，自己做自己的主宰。（好爱自己的发色还有超可爱的口罩 希望疫情快点结束，恢复正常生活）,情绪被人掌控,反对,新冠疫情,1,noun_phrases
现阶段对于世界上的新冠 通过各种措施来降低新冠的各种风险，如通过戴口罩、通风降低感染风险；通过接种疫苗和提高免疫力降低住院风险、重症和死亡风险。新冠在不断高度突变，在突变过程中带来的重症和死亡风险在不断降低，需要接种新疫苗和加强疫苗来降低突变带来的住院风险。,新冠风险,反对,新冠疫情,1,noun_phrases
认真走过场，扎实干虚活。防疫靠表格，谁都能派活。阴不阴，阳不阳，乌纱与金钱来衡量。捂着乌纱揽金钱，只要向上负责任，谁管良心安不安。,防疫靠表格,反对,新冠疫情,1,noun_phrases
认真走过场，扎实干虚活。防疫靠表格，谁都能派活。阴不阴，阳不阳，乌纱与金钱来衡量。捂着乌纱揽金钱，只要向上负责任，谁管良心安不安。,向上责任制,反对,新冠疫情,1,noun_phrases
加强针打了，核酸也都配合，出门口罩成了必需品，不只是我全国人民都是这么做，我就想知道为什么感染的不减反增？,新冠感染增加,反对,新冠疫情,1,noun_phrases
今年四月封控时有一位邻居孩子每天下午练钢琴，《卡农》弹的磕磕绊绊的，我和朋友打趣，孩子钢琴流畅了防疫封控该结束了吧，结果今天听到他弹了非常流畅的《菊次郎的夏天》，夏天是过去了，过度防疫也还没结束。,防疫封控,反对,新冠疫情,1,noun_phrases
昨晚和朋友聊天，她和儿子各打了两针疫苗，我说现在打第三针正好可加强保护，她不想打了。她爸打了三针现在迫切想打第四针，她妈一针都没打。天天做核酸烦，现在不用天天做了又有人担心。我们只能加强锻炼慢慢适应了。,核酸,反对,新冠疫情,1,noun_phrases
今天是周一，确没有往日周一的样子。这一次静默五天之后，希望可以回归正常生活状态。太想出去走走了，呼吸呼吸新鲜空气。家庭厨房也可以实现油条自由接着躺平追剧,静默,反对,新冠疫情,1,noun_phrases
执守一线，压力更大，风险更多。基层工作者也要格外注意自身安全、做好防护工作。对于普通群众来说，需要对疫情防控的各项举措，给予更多理解、支持和配合，一起做好疫情防控这项当前最重要的工作。,执守一线,反对,新冠疫情,1,noun_phrases
下午去单位处理工作然后整个单位黑黢黢的，不敢上厕所怎么感觉人越大，胆子越来越小 回家时路过公安局和政府，此刻两座大楼都灯火通明遇到疫情，遇到问题他们一直都在所以，我没有任何抱怨继续支持疫情防控工作，继续下沉社区志愿服务,疫情,反对,新冠疫情,1,noun_phrases
